origin,destination,distance_km,duration_min,time_of_day,hour,weather,day_type,traffic,service_type,price
LB Nagar,Madhapur,26.8,69,Morning,9,Clear,Weekday,Moderate,Standard,607
Banjara Hills,LB Nagar,19.8,84,Morning,9,Clear,Weekday,Heavy,Standard,522
Lingampally,Mehdipatnam,22.05,58,Morning,10,Clear,Weekday,Moderate,Economy,346
Uppal,Begumpet,14.46,30,Afternoon,13,Cloudy,Weekday,Light,Economy,202
Madhapur,Abids,13.94,29,Morning,8,Clear,Weekend,Light,Premium,396
Uppal,Financial District,29.75,76,Morning,7,Clear,Weekend,Moderate,Premium,906
Charminar,Lakdikapul,6.78,17,Morning,5,Cloudy,Weekday,Light,Premium,181
Financial District,Gachibowli,3.81,20,Evening,19,Clear,Weekday,Heavy,Standard,167
Uppal,Golconda Fort,21.97,58,Afternoon,13,Clear,Weekend,Moderate,Economy,377
Lingampally,Uppal,35.59,66,Evening,19,Rainy,Weekend,Light,Standard,980
Kukatpally,Charminar,20.01,39,Afternoon,14,Clear,Weekday,Light,Economy,252
Paradise Circle,Jubilee Hills,12.35,26,Evening,20,Rainy,Weekday,Light,Premium,329
Kukatpally,Lingampally,12.75,56,Night,22,Clear,Weekday,Heavy,Standard,365
Lingampally,Kukatpally,12.75,27,Morning,5,Cloudy,Weekday,Light,Premium,276
Secunderabad,Botanical Garden,14.76,64,Morning,8,Thunderstorm,Weekday,Heavy,Premium,749
Banjara Hills,Charminar,9.87,22,Evening,17,Cloudy,Weekend,Light,Standard,253
Gachibowli,Golconda Fort,10.92,49,Afternoon,16,Clear,Weekend,Heavy,Standard,307
Botanical Garden,Banjara Hills,7.52,35,Morning,5,Clear,Weekday,Heavy,Standard,201
Secunderabad,Botanical Garden,14.76,30,Afternoon,14,Cloudy,Weekday,Light,Standard,253
Hitech City,Golconda Fort,9.88,45,Morning,7,Clear,Weekday,Heavy,Standard,288
Dilsukhnagar,Inorbit Mall,21.25,56,Evening,17,Clear,Weekday,Moderate,Standard,500
Botanical Garden,Golconda Fort,10.02,29,Morning,7,Clear,Weekday,Moderate,Standard,237
Abids,Shamshabad Airport,22.96,44,Morning,6,Clear,Weekday,Light,Standard,355
Lingampally,Lakdikapul,22.75,96,Night,4,Clear,Weekend,Heavy,Economy,597
Mehdipatnam,Gachibowli,14.22,62,Morning,7,Clear,Weekday,Heavy,Economy,343
Film Nagar,Inorbit Mall,5.44,27,Morning,11,Clear,Weekend,Heavy,Economy,154
Shamshabad Airport,Ameerpet,28.56,119,Morning,8,Rainy,Weekday,Heavy,Premium,1197
Golconda Fort,Gachibowli,10.92,31,Afternoon,13,Clear,Weekday,Moderate,Economy,187
Tank Bund,Charminar,8.96,27,Morning,8,Clear,Weekend,Moderate,Premium,320
Banjara Hills,Secunderabad,9.94,45,Morning,7,Clear,Weekday,Heavy,Standard,294
KPHB,Film Nagar,12.47,55,Evening,17,Clear,Weekday,Heavy,Economy,333
Inorbit Mall,Mehdipatnam,9.37,42,Evening,18,Clear,Weekday,Heavy,Standard,309
Lingampally,Secunderabad,26.13,110,Afternoon,13,Clear,Weekend,Heavy,Standard,635
Abids,Golconda Fort,10.32,30,Afternoon,16,Clear,Weekday,Moderate,Premium,277
Uppal,Secunderabad,9.67,28,Afternoon,15,Clear,Weekend,Moderate,Standard,217
Lingampally,Banjara Hills,19.19,51,Afternoon,16,Rainy,Weekend,Moderate,Premium,620
Dilsukhnagar,LB Nagar,5.27,14,Morning,8,Clear,Holiday,Light,Standard,168
Begumpet,Hitech City,11.81,33,Afternoon,14,Cloudy,Weekday,Moderate,Premium,330
Shamshabad Airport,KPHB,36.94,153,Morning,7,Clear,Weekday,Heavy,Economy,801
Jubilee Hills,Inorbit Mall,3.19,13,Evening,19,Clear,Weekday,Moderate,Standard,116
Golconda Fort,Begumpet,12.15,54,Evening,19,Clear,Weekday,Heavy,Economy,318
Miyapur,Koti,22.74,60,Afternoon,12,Clear,Weekday,Moderate,Standard,417
Miyapur,Secunderabad,19.59,39,Night,3,Clear,Weekday,Light,Premium,489
Hitech City,Lakdikapul,12.41,55,Morning,7,Clear,Weekday,Heavy,Standard,378
Madhapur,Uppal,23.76,46,Afternoon,12,Rainy,Weekday,Light,Premium,599
Secunderabad,KPHB,16.63,45,Morning,7,Clear,Weekday,Moderate,Standard,392
Abids,KPHB,18.53,37,Afternoon,16,Clear,Weekend,Light,Standard,322
Begumpet,Lingampally,21.15,41,Night,23,Cloudy,Weekday,Light,Standard,412
Paradise Circle,Financial District,21.28,41,Afternoon,13,Clear,Weekday,Light,Economy,290
Charminar,LB Nagar,11.28,32,Afternoon,12,Clear,Weekday,Moderate,Standard,220
Shamshabad Airport,Financial District,27.83,72,Night,22,Clear,Weekend,Moderate,Standard,630
Dilsukhnagar,Charminar,6.98,17,Morning,6,Cloudy,Weekend,Light,Economy,135
Inorbit Mall,Mehdipatnam,9.37,21,Evening,19,Cloudy,Weekend,Light,Premium,311
Shamshabad Airport,Miyapur,38.65,71,Night,4,Clear,Holiday,Light,Economy,740
Jubilee Hills,Ameerpet,5.71,28,Morning,8,Clear,Weekday,Heavy,Premium,246
Koti,Shamshabad Airport,21.66,42,Morning,11,Clear,Weekday,Light,Economy,280
Lakdikapul,Ameerpet,4.9,25,Evening,19,Clear,Weekday,Heavy,Economy,164
Paradise Circle,Abids,7.54,35,Evening,17,Cloudy,Weekday,Heavy,Economy,244
Jubilee Hills,Lakdikapul,7.06,17,Morning,5,Clear,Weekday,Light,Standard,130
Film Nagar,Hitech City,7.75,24,Evening,20,Clear,Weekday,Moderate,Premium,229
Abids,Inorbit Mall,13.58,59,Evening,18,Clear,Weekend,Heavy,Standard,449
Jubilee Hills,Lingampally,15.83,68,Morning,8,Clear,Weekday,Heavy,Economy,393
Inorbit Mall,Dilsukhnagar,21.25,41,Morning,6,Clear,Weekend,Light,Premium,463
Paradise Circle,Gachibowli,20.11,39,Morning,11,Clear,Weekday,Light,Premium,421
Hitech City,Golconda Fort,9.88,45,Morning,8,Clear,Weekday,Heavy,Economy,256
Abids,Ameerpet,7.55,23,Morning,10,Light Rain,Weekday,Moderate,Standard,193
Film Nagar,Shamshabad Airport,24.66,104,Morning,8,Clear,Weekday,Heavy,Economy,587
Dilsukhnagar,KPHB,25.71,108,Evening,19,Clear,Weekday,Heavy,Standard,726
Hitech City,Charminar,18.4,79,Morning,9,Clear,Weekday,Heavy,Standard,509
Jubilee Hills,Botanical Garden,4.58,23,Morning,7,Clear,Weekday,Heavy,Standard,165
Ameerpet,Golconda Fort,9.96,22,Afternoon,14,Clear,Weekday,Light,Economy,151
Lakdikapul,Tank Bund,3.93,12,Morning,6,Clear,Weekday,Light,Economy,76
Banjara Hills,Film Nagar,2.05,10,Morning,11,Clear,Weekday,Moderate,Economy,65
Miyapur,Golconda Fort,17.62,47,Afternoon,16,Clear,Weekend,Moderate,Economy,299
Tank Bund,Begumpet,3.41,19,Afternoon,16,Clear,Weekend,Heavy,Economy,114
Mehdipatnam,Koti,5.62,18,Afternoon,13,Clear,Weekend,Moderate,Economy,128
Koti,Botanical Garden,15.68,32,Morning,10,Rainy,Weekend,Light,Standard,343
Tank Bund,Shamshabad Airport,27.2,114,Evening,19,Cloudy,Weekday,Heavy,Economy,700
Dilsukhnagar,Botanical Garden,21.9,43,Morning,7,Clear,Weekend,Light,Standard,456
Uppal,Golconda Fort,21.97,93,Morning,8,Clear,Weekday,Heavy,Economy,499
Botanical Garden,Begumpet,9.69,22,Morning,11,Clear,Weekday,Light,Economy,139
Koti,Lakdikapul,4.68,24,Evening,18,Clear,Weekday,Heavy,Economy,156
Lingampally,Secunderabad,26.13,110,Morning,11,Rainy,Weekend,Heavy,Economy,686
Inorbit Mall,KPHB,8.45,25,Morning,10,Clear,Weekday,Moderate,Economy,159
Koti,Charminar,3.07,12,Morning,11,Cloudy,Weekday,Moderate,Standard,91
Madhapur,Koti,15.28,42,Afternoon,12,Cloudy,Weekday,Moderate,Premium,384
Inorbit Mall,Lingampally,12.68,27,Morning,11,Rainy,Weekend,Light,Premium,382
Lakdikapul,Financial District,15.35,42,Night,4,Clear,Weekday,Moderate,Economy,312
Abids,Lakdikapul,3.35,11,Morning,6,Clear,Weekend,Light,Economy,75
Jubilee Hills,Lingampally,15.83,43,Afternoon,14,Cloudy,Weekday,Moderate,Standard,324
LB Nagar,Shamshabad Airport,23.15,61,Morning,6,Cloudy,Weekend,Moderate,Standard,514
Kukatpally,Mehdipatnam,13.72,60,Morning,7,Cloudy,Weekday,Heavy,Standard,427
Begumpet,Gachibowli,15.58,42,Night,21,Thunderstorm,Weekday,Moderate,Premium,566
Lakdikapul,Golconda Fort,7.88,37,Morning,8,Clear,Weekday,Heavy,Economy,205
Botanical Garden,LB Nagar,27.16,70,Evening,17,Rainy,Weekend,Moderate,Standard,864
Charminar,Botanical Garden,17.36,74,Morning,7,Clear,Weekday,Heavy,Economy,423
Botanical Garden,Jubilee Hills,4.58,23,Evening,19,Cloudy,Weekday,Heavy,Premium,250
Lingampally,Uppal,35.59,90,Morning,10,Clear,Weekend,Moderate,Premium,876
Financial District,Uppal,29.75,76,Evening,17,Clear,Weekday,Moderate,Standard,658
Lakdikapul,Begumpet,5.9,15,Afternoon,16,Thunderstorm,Weekday,Light,Premium,207
Dilsukhnagar,LB Nagar,5.27,18,Morning,9,Clear,Weekday,Moderate,Standard,161
Madhapur,Secunderabad,14.7,40,Afternoon,16,Thunderstorm,Weekday,Moderate,Standard,397
Gachibowli,Charminar,20.73,41,Afternoon,12,Clear,Weekday,Light,Economy,269
Charminar,Shamshabad Airport,18.62,37,Night,4,Cloudy,Weekday,Light,Premium,455
Uppal,Shamshabad Airport,29.84,124,Morning,8,Clear,Weekday,Heavy,Economy,677
Tank Bund,Madhapur,11.81,33,Evening,18,Cloudy,Weekday,Moderate,Standard,324
Banjara Hills,Uppal,17.67,76,Morning,8,Rainy,Weekday,Heavy,Premium,805
Secunderabad,Abids,7.49,35,Morning,9,Clear,Weekday,Heavy,Economy,203
LB Nagar,Tank Bund,15.78,32,Morning,10,Clear,Weekday,Light,Economy,204
Botanical Garden,Ameerpet,7.77,36,Morning,7,Clear,Weekday,Heavy,Economy,205
Miyapur,Kukatpally,5.64,15,Night,23,Clear,Weekend,Light,Economy,132
Botanical Garden,Lingampally,11.84,52,Evening,19,Clear,Weekday,Heavy,Premium,480
Gachibowli,Charminar,20.73,55,Afternoon,15,Clear,Weekend,Moderate,Economy,343
KPHB,Paradise Circle,16.07,33,Morning,10,Cloudy,Weekday,Light,Standard,265
Hitech City,Film Nagar,7.75,18,Afternoon,15,Rainy,Weekday,Light,Standard,179
Banjara Hills,KPHB,12.48,55,Night,2,Clear,Weekend,Heavy,Premium,523
Mehdipatnam,Madhapur,10.15,29,Morning,9,Cloudy,Weekday,Moderate,Economy,212
Ameerpet,Hitech City,9.75,22,Evening,19,Clear,Weekend,Light,Standard,248
Jubilee Hills,Banjara Hills,3.49,11,Morning,7,Clear,Weekend,Light,Economy,89
Lakdikapul,Koti,4.68,13,Afternoon,15,Clear,Weekday,Light,Economy,88
Mehdipatnam,Dilsukhnagar,12.21,26,Afternoon,12,Clear,Weekday,Light,Economy,165
Banjara Hills,Jubilee Hills,3.49,13,Afternoon,12,Clear,Weekend,Moderate,Economy,93
Inorbit Mall,Banjara Hills,6.66,21,Afternoon,16,Light Rain,Weekday,Moderate,Economy,153
Koti,Gachibowli,19.8,53,Morning,11,Clear,Weekend,Moderate,Economy,338
Miyapur,Kukatpally,5.64,28,Morning,6,Cloudy,Weekday,Heavy,Economy,140
Begumpet,Paradise Circle,4.55,16,Evening,19,Clear,Weekend,Moderate,Premium,222
LB Nagar,Madhapur,26.8,51,Afternoon,16,Clear,Weekday,Light,Standard,400
Paradise Circle,Gachibowli,20.11,85,Evening,19,Clear,Weekday,Heavy,Premium,748
KPHB,Secunderabad,16.63,45,Evening,17,Cloudy,Weekend,Moderate,Premium,603
Charminar,Dilsukhnagar,6.98,33,Evening,19,Clear,Weekday,Heavy,Economy,215
KPHB,Tank Bund,15.18,31,Afternoon,16,Clear,Weekday,Light,Economy,214
Inorbit Mall,LB Nagar,26.44,50,Afternoon,14,Cloudy,Weekend,Light,Standard,482
Financial District,Koti,19.32,82,Evening,18,Clear,Weekday,Heavy,Premium,751
Ameerpet,Begumpet,2.39,9,Evening,19,Clear,Weekend,Light,Standard,100
Begumpet,Botanical Garden,9.69,22,Afternoon,12,Clear,Weekday,Light,Premium,216
Abids,Tank Bund,4.43,16,Evening,17,Clear,Weekday,Moderate,Standard,149
Koti,Mehdipatnam,5.62,18,Evening,17,Cloudy,Weekday,Moderate,Standard,188
Banjara Hills,Gachibowli,11.85,52,Morning,7,Clear,Weekday,Heavy,Standard,364
Botanical Garden,Film Nagar,6.93,33,Afternoon,12,Rainy,Weekday,Heavy,Economy,208
Koti,Miyapur,22.74,60,Afternoon,12,Rainy,Weekday,Moderate,Premium,673
Shamshabad Airport,Secunderabad,30.38,127,Morning,7,Cloudy,Weekday,Heavy,Premium,1056
Gachibowli,LB Nagar,31.47,131,Evening,17,Thunderstorm,Weekend,Heavy,Standard,1459
Paradise Circle,Lingampally,25.58,66,Afternoon,15,Clear,Weekend,Moderate,Economy,451
Ameerpet,Jubilee Hills,5.71,28,Morning,8,Clear,Weekday,Heavy,Premium,268
Shamshabad Airport,Koti,21.66,92,Morning,9,Clear,Weekday,Heavy,Economy,498
Mehdipatnam,Paradise Circle,10.08,22,Afternoon,16,Clear,Weekday,Light,Premium,224
Film Nagar,Mehdipatnam,3.95,21,Evening,18,Rainy,Weekend,Heavy,Economy,199
Film Nagar,Koti,9.48,21,Evening,19,Clear,Weekend,Light,Standard,232
Inorbit Mall,KPHB,8.45,19,Morning,6,Cloudy,Weekday,Light,Economy,128
Miyapur,Mehdipatnam,18.14,49,Morning,8,Clear,Weekday,Moderate,Economy,366
Financial District,Botanical Garden,8.68,20,Afternoon,16,Clear,Weekday,Light,Premium,207
Begumpet,Inorbit Mall,10.39,30,Morning,7,Clear,Weekend,Moderate,Standard,289
Film Nagar,Hitech City,7.75,36,Evening,17,Rainy,Weekday,Heavy,Standard,347
Banjara Hills,Gachibowli,11.85,52,Afternoon,14,Clear,Weekend,Heavy,Economy,260
Uppal,KPHB,26.29,50,Morning,10,Clear,Weekday,Light,Economy,337
Film Nagar,Miyapur,14.61,63,Morning,8,Clear,Weekday,Heavy,Standard,430
Banjara Hills,Film Nagar,2.05,13,Morning,8,Clear,Weekday,Heavy,Standard,103
Botanical Garden,Financial District,8.68,26,Morning,8,Clear,Weekday,Moderate,Standard,216
Lakdikapul,Koti,4.68,13,Evening,20,Clear,Weekday,Light,Premium,125
KPHB,Gachibowli,9.68,28,Night,4,Clear,Weekday,Moderate,Economy,208
Mehdipatnam,Madhapur,10.15,22,Afternoon,12,Cloudy,Weekday,Light,Economy,150
Tank Bund,Film Nagar,8.06,37,Evening,18,Rainy,Weekday,Heavy,Economy,280
Ameerpet,Kukatpally,8.6,39,Morning,7,Clear,Weekday,Heavy,Premium,365
Ameerpet,Film Nagar,5.57,27,Evening,19,Clear,Weekday,Heavy,Premium,273
Hitech City,Uppal,25.87,108,Morning,7,Thunderstorm,Weekday,Heavy,Premium,1247
Film Nagar,Hitech City,7.75,24,Evening,18,Clear,Weekday,Moderate,Standard,214
Ameerpet,Paradise Circle,6.73,17,Morning,11,Clear,Weekday,Light,Economy,104
LB Nagar,Koti,11.67,33,Evening,19,Rainy,Weekday,Moderate,Economy,319
Paradise Circle,Lakdikapul,7.82,36,Evening,17,Clear,Weekday,Heavy,Economy,225
LB Nagar,Koti,11.67,33,Morning,7,Clear,Weekday,Moderate,Standard,269
Lakdikapul,Charminar,6.78,17,Afternoon,16,Rainy,Weekday,Light,Standard,165
Ameerpet,Jubilee Hills,5.71,19,Evening,20,Clear,Weekday,Moderate,Premium,173
Tank Bund,Hitech City,13.89,29,Morning,5,Clear,Weekend,Light,Standard,244
Lakdikapul,Begumpet,5.9,19,Morning,9,Clear,Weekday,Moderate,Premium,209
Film Nagar,Golconda Fort,4.5,23,Morning,9,Cloudy,Weekday,Heavy,Economy,155
Abids,Golconda Fort,10.32,30,Morning,7,Clear,Weekday,Moderate,Economy,205
Madhapur,Financial District,8.29,25,Morning,7,Clear,Weekend,Moderate,Standard,234
LB Nagar,KPHB,30.95,58,Afternoon,13,Cloudy,Weekday,Light,Standard,493
Financial District,Madhapur,8.29,19,Morning,11,Clear,Weekday,Light,Economy,124
Shamshabad Airport,Banjara Hills,25.34,106,Morning,7,Cloudy,Weekday,Heavy,Premium,980
Shamshabad Airport,Abids,22.96,44,Evening,17,Clear,Weekend,Light,Standard,489
KPHB,Secunderabad,16.63,45,Afternoon,12,Clear,Weekday,Moderate,Economy,276
Jubilee Hills,Ameerpet,5.71,15,Afternoon,13,Clear,Weekday,Light,Premium,148
Paradise Circle,Banjara Hills,9.57,43,Afternoon,13,Clear,Weekday,Heavy,Standard,237
Botanical Garden,Lingampally,11.84,52,Morning,7,Cloudy,Weekday,Heavy,Standard,383
Secunderabad,Inorbit Mall,15.35,66,Morning,9,Clear,Weekday,Heavy,Premium,569
LB Nagar,KPHB,30.95,129,Evening,18,Clear,Weekday,Heavy,Premium,1147
Banjara Hills,Miyapur,14.9,41,Night,23,Rainy,Weekday,Moderate,Premium,536
Miyapur,Mehdipatnam,18.14,49,Night,21,Thunderstorm,Weekday,Moderate,Economy,386
Mehdipatnam,Jubilee Hills,6.23,30,Morning,10,Rainy,Weekday,Heavy,Standard,217
Paradise Circle,Charminar,11.9,34,Morning,9,Rainy,Weekend,Moderate,Standard,375
KPHB,Lingampally,10.33,30,Afternoon,16,Clear,Weekend,Moderate,Economy,199
Lingampally,Jubilee Hills,15.83,43,Morning,11,Clear,Weekend,Moderate,Standard,342
Botanical Garden,Banjara Hills,7.52,23,Evening,20,Rainy,Weekday,Moderate,Premium,277
Dilsukhnagar,Mehdipatnam,12.21,54,Morning,7,Clear,Weekday,Heavy,Premium,486
KPHB,Tank Bund,15.18,41,Afternoon,12,Clear,Weekend,Moderate,Standard,314
Shamshabad Airport,Film Nagar,24.66,104,Evening,19,Rainy,Weekday,Heavy,Standard,871
Koti,Jubilee Hills,11.6,33,Evening,17,Rainy,Weekday,Moderate,Economy,326
Inorbit Mall,Mehdipatnam,9.37,42,Evening,17,Cloudy,Weekday,Heavy,Economy,278
Ameerpet,Lingampally,19.49,83,Morning,8,Clear,Holiday,Heavy,Economy,599
Financial District,Tank Bund,18.08,48,Afternoon,14,Clear,Holiday,Moderate,Economy,353
Charminar,Dilsukhnagar,6.98,22,Night,23,Clear,Weekday,Moderate,Economy,161
Madhapur,Ameerpet,7.61,18,Evening,19,Cloudy,Weekend,Light,Economy,177
Abids,Charminar,4.54,16,Morning,9,Cloudy,Weekend,Moderate,Economy,130
Jubilee Hills,Miyapur,12.28,26,Night,21,Clear,Weekday,Light,Standard,207
Miyapur,KPHB,2.97,10,Evening,18,Clear,Weekend,Light,Economy,94
Miyapur,Koti,22.74,60,Morning,6,Cloudy,Weekday,Moderate,Standard,453
Ameerpet,Lingampally,19.49,52,Morning,10,Clear,Weekend,Moderate,Standard,409
Abids,Financial District,18.48,79,Evening,17,Cloudy,Weekday,Heavy,Economy,476
Financial District,Begumpet,16.93,34,Afternoon,12,Clear,Weekday,Light,Premium,350
Lakdikapul,Botanical Garden,11.0,49,Afternoon,13,Clear,Weekday,Heavy,Standard,269
Charminar,Golconda Fort,10.63,23,Night,23,Clear,Weekday,Light,Economy,184
Financial District,Paradise Circle,21.28,41,Night,4,Rainy,Weekend,Light,Standard,522
Abids,Uppal,11.65,52,Morning,7,Clear,Weekday,Heavy,Standard,343
Ameerpet,Charminar,11.62,33,Afternoon,13,Rainy,Weekday,Moderate,Economy,258
Begumpet,Film Nagar,7.87,36,Evening,17,Clear,Weekday,Heavy,Standard,273
Golconda Fort,Begumpet,12.15,54,Evening,19,Clear,Weekday,Heavy,Economy,344
Jubilee Hills,Lakdikapul,7.06,33,Morning,9,Light Rain,Weekday,Heavy,Economy,216
Uppal,Mehdipatnam,16.37,70,Afternoon,15,Rainy,Weekday,Heavy,Standard,489
Kukatpally,Lakdikapul,13.23,28,Evening,20,Cloudy,Weekday,Light,Economy,192
Mehdipatnam,Film Nagar,3.95,12,Night,4,Clear,Weekday,Light,Standard,102
Jubilee Hills,Film Nagar,2.37,9,Afternoon,14,Rainy,Weekday,Light,Premium,112
Banjara Hills,Abids,6.93,17,Morning,5,Cloudy,Weekday,Light,Standard,137
LB Nagar,Paradise Circle,16.06,33,Night,21,Cloudy,Weekday,Light,Economy,230
Gachibowli,Charminar,20.73,88,Evening,17,Rainy,Weekday,Heavy,Standard,793
Dilsukhnagar,LB Nagar,5.27,14,Morning,11,Cloudy,Weekday,Light,Premium,142
Madhapur,Charminar,16.88,46,Afternoon,12,Clear,Weekday,Moderate,Standard,325
Paradise Circle,KPHB,16.07,33,Afternoon,15,Clear,Weekday,Light,Economy,217
Golconda Fort,Ameerpet,9.96,22,Morning,10,Clear,Weekday,Light,Economy,144
Secunderabad,Film Nagar,11.99,53,Morning,6,Clear,Weekday,Heavy,Standard,300
Paradise Circle,Inorbit Mall,14.87,30,Morning,10,Clear,Holiday,Light,Economy,248
Lingampally,Botanical Garden,11.84,33,Morning,11,Clear,Weekday,Moderate,Standard,235
Botanical Garden,Kukatpally,5.28,14,Morning,6,Thunderstorm,Weekday,Light,Economy,125
LB Nagar,Financial District,30.81,58,Morning,6,Cloudy,Weekend,Light,Premium,668
Film Nagar,Jubilee Hills,2.37,9,Night,22,Clear,Weekend,Light,Premium,113
Paradise Circle,Secunderabad,0.56,7,Afternoon,16,Clear,Weekday,Heavy,Economy,52
Shamshabad Airport,Lakdikapul,23.92,62,Morning,8,Clear,Weekday,Moderate,Standard,534
Uppal,Inorbit Mall,24.03,46,Afternoon,13,Cloudy,Weekend,Light,Standard,411
Paradise Circle,Golconda Fort,15.43,42,Morning,6,Rainy,Weekday,Moderate,Standard,381
Abids,Banjara Hills,6.93,33,Evening,18,Light Rain,Weekday,Heavy,Economy,235
Shamshabad Airport,LB Nagar,23.15,98,Evening,19,Clear,Weekday,Heavy,Premium,935
Banjara Hills,Lakdikapul,3.58,14,Afternoon,15,Cloudy,Weekday,Moderate,Premium,131
Dilsukhnagar,Madhapur,21.56,42,Morning,6,Rainy,Weekend,Light,Economy,370
Lingampally,Lakdikapul,22.75,96,Afternoon,12,Clear,Weekend,Heavy,Premium,706
Tank Bund,Kukatpally,12.6,27,Afternoon,13,Light Rain,Weekday,Light,Economy,202
Golconda Fort,Gachibowli,10.92,49,Evening,17,Clear,Weekday,Heavy,Standard,343
Madhapur,Dilsukhnagar,21.56,57,Evening,20,Clear,Weekend,Moderate,Premium,592
Charminar,Secunderabad,11.78,33,Morning,5,Rainy,Weekday,Moderate,Premium,365
Begumpet,Gachibowli,15.58,67,Morning,11,Cloudy,Weekday,Heavy,Economy,318
Ameerpet,Hitech City,9.75,28,Afternoon,15,Clear,Weekday,Moderate,Premium,256
Charminar,Botanical Garden,17.36,35,Evening,19,Clear,Weekend,Light,Economy,331
Paradise Circle,Koti,8.84,26,Morning,5,Clear,Weekday,Moderate,Standard,177
Madhapur,Mehdipatnam,10.15,22,Night,3,Light Rain,Weekend,Light,Premium,335
Lakdikapul,Madhapur,10.61,47,Morning,11,Cloudy,Weekday,Heavy,Premium,355
Paradise Circle,Abids,7.54,23,Morning,8,Clear,Weekday,Moderate,Premium,257
Tank Bund,Jubilee Hills,9.2,42,Morning,9,Rainy,Weekday,Heavy,Standard,352
Hitech City,Paradise Circle,16.36,33,Afternoon,13,Clear,Weekday,Light,Economy,221
Secunderabad,Botanical Garden,14.76,30,Afternoon,13,Clear,Weekday,Light,Premium,296
Banjara Hills,Uppal,17.67,35,Afternoon,12,Rainy,Weekday,Light,Premium,465
Lingampally,Golconda Fort,19.48,38,Night,22,Cloudy,Weekday,Light,Standard,377
Lakdikapul,Paradise Circle,7.82,18,Afternoon,14,Clear,Weekday,Light,Standard,148
Paradise Circle,Golconda Fort,15.43,42,Afternoon,16,Cloudy,Weekday,Moderate,Premium,393
Kukatpally,Tank Bund,12.6,35,Night,0,Clear,Weekday,Moderate,Standard,311
Botanical Garden,Miyapur,7.72,36,Morning,7,Clear,Weekday,Heavy,Standard,239
Kukatpally,Hitech City,7.04,17,Morning,6,Rainy,Weekday,Light,Economy,137
Koti,Banjara Hills,8.2,25,Afternoon,15,Clear,Weekday,Moderate,Economy,144
Uppal,Abids,11.65,52,Evening,19,Cloudy,Weekday,Heavy,Economy,332
Koti,Shamshabad Airport,21.66,42,Afternoon,15,Clear,Weekend,Light,Economy,309
Jubilee Hills,Lingampally,15.83,32,Evening,20,Clear,Weekday,Light,Standard,256
Lingampally,Financial District,11.72,52,Night,1,Clear,Weekday,Heavy,Economy,300
Golconda Fort,Begumpet,12.15,26,Night,21,Clear,Weekday,Light,Premium,260
Koti,Banjara Hills,8.2,19,Morning,6,Clear,Weekend,Light,Economy,139
Koti,Inorbit Mall,14.79,40,Morning,10,Clear,Weekend,Moderate,Premium,419
Lingampally,Koti,27.39,71,Afternoon,15,Clear,Weekend,Moderate,Standard,518
Charminar,Koti,3.07,10,Afternoon,14,Rainy,Weekday,Light,Economy,80
Mehdipatnam,Jubilee Hills,6.23,16,Night,4,Thunderstorm,Weekend,Light,Economy,190
Uppal,Paradise Circle,10.23,23,Night,21,Cloudy,Weekday,Light,Premium,238
Inorbit Mall,Dilsukhnagar,21.25,90,Morning,8,Light Rain,Weekday,Heavy,Standard,680
Mehdipatnam,Madhapur,10.15,46,Evening,19,Clear,Weekday,Heavy,Standard,327
Madhapur,Abids,13.94,29,Morning,9,Clear,Weekend,Light,Premium,377
Mehdipatnam,Film Nagar,3.95,21,Morning,5,Clear,Weekday,Heavy,Standard,123
Banjara Hills,Abids,6.93,17,Morning,5,Clear,Weekend,Light,Economy,127
Paradise Circle,Mehdipatnam,10.08,22,Evening,20,Clear,Weekday,Light,Premium,226
Koti,Secunderabad,8.72,26,Morning,7,Thunderstorm,Weekend,Moderate,Economy,298
Charminar,Lingampally,28.76,74,Morning,9,Clear,Weekday,Moderate,Economy,506
Abids,Tank Bund,4.43,16,Night,21,Cloudy,Weekday,Moderate,Premium,151
Tank Bund,Hitech City,13.89,38,Evening,17,Cloudy,Weekday,Moderate,Premium,499
Inorbit Mall,Charminar,16.08,69,Evening,19,Thunderstorm,Weekday,Heavy,Economy,589
Koti,Tank Bund,6.0,15,Morning,6,Light Rain,Weekend,Light,Standard,141
Jubilee Hills,Lakdikapul,7.06,22,Afternoon,16,Clear,Weekend,Moderate,Standard,175
